Number,Genre,Link
980,stoner metal,https://embed.spotify.com/?uri=spotify:playlist:6C7kz6eR1Sf12ZBrzl7aD8
981,champeta,https://embed.spotify.com/?uri=spotify:playlist:0hj6krZD6CE8wxg9nmIswz
982,variete francaise,https://embed.spotify.com/?uri=spotify:playlist:0MtjpTQ7m7V5cVJrUqoB8H
983,swedish indie pop,https://embed.spotify.com/?uri=spotify:playlist:1Z41nmNKq6E8nBQqRQheTZ
984,lo-fi,https://embed.spotify.com/?uri=spotify:playlist:3uzi1GRl4eTJYyQhGvDf7X
985,toronto indie,https://embed.spotify.com/?uri=spotify:playlist:1UPXWrG5mDHMbiBHSxmT7k
986,red dirt,https://embed.spotify.com/?uri=spotify:playlist:208eKWeHXifDir7qV5DQYB
987,alternative pop rock,https://embed.spotify.com/?uri=spotify:playlist:5wXsLEgQ3EEJuNNCptHKeR
988,anime rap,https://embed.spotify.com/?uri=spotify:playlist:5NzLRFeAwgtSwUg98g9i8n
989,minneapolis sound,https://embed.spotify.com/?uri=spotify:playlist:15Sl0jYESB2NB7NMGx0Oge
990,pinoy reggae,https://embed.spotify.com/?uri=spotify:playlist:4zC9gA0aRcK5KP0hANQmFy
991,cumbia santafesina,https://embed.spotify.com/?uri=spotify:playlist:7sAJizlD5BDA6EiIaF3A22
992,tierra caliente,https://embed.spotify.com/?uri=spotify:playlist:2XVUcZxcdc0hGXgaHL5iJW
993,shamanic,https://embed.spotify.com/?uri=spotify:playlist:2gmlwXEHmmvxTG6JZN5uBQ
994,lo-fi rap,https://embed.spotify.com/?uri=spotify:playlist:57ZSwCZ7iILUL4OQ7bnwTP
995,sound,https://embed.spotify.com/?uri=spotify:playlist:0uhfs6RxB1VkLp17K35Ssh
996,russian rock,https://embed.spotify.com/?uri=spotify:playlist:13FUMh8s4eHh9QaTaiRLfE
997,tekk,https://embed.spotify.com/?uri=spotify:playlist:7yNCersDJdYn5S4OgsNweg
998,k-indie,https://embed.spotify.com/?uri=spotify:playlist:3P4E2aY9cPJSpu35WUxyFk
999,czech rock,https://embed.spotify.com/?uri=spotify:playlist:44Jnkh0V8VTCk1hMcCID8Y
1000,liedermacher,https://embed.spotify.com/?uri=spotify:playlist:2CUoWOcTZtUfKD1DeRFFcK
1001,arabic hip hop,https://embed.spotify.com/?uri=spotify:playlist:7zBydkoj9qpNmelxR9goHB
1002,italian disco,https://embed.spotify.com/?uri=spotify:playlist:3KqrijNkb21PAycB7ihAQG
1003,duranguense,https://embed.spotify.com/?uri=spotify:playlist:4WRxxd7MJ2doyQgJ7QHjKa
1004,rock drums,https://embed.spotify.com/?uri=spotify:playlist:3omUcNqpUCn8aaYgjlFyok
1005,indonesian pop punk,https://embed.spotify.com/?uri=spotify:playlist:63XcNlx6B8Ilew6hsGPr82
1006,sleaze rock,https://embed.spotify.com/?uri=spotify:playlist:7BSMAQPtWQ8cLpwxE22kKA
1007,organic house,https://embed.spotify.com/?uri=spotify:playlist:73NvmzII2ExqKUR9iliJdQ
1008,barnmusik,https://embed.spotify.com/?uri=spotify:playlist:7LkQdN3mSOphnFoJpsKeUJ
1009,turkish alternative,https://embed.spotify.com/?uri=spotify:playlist:2atTNlZQfTUpZcmRzf9xRb
1010,classic tollywood,https://embed.spotify.com/?uri=spotify:playlist:5ZgJICrSp7QESzvjgwfVey
1011,deep ccm,https://embed.spotify.com/?uri=spotify:playlist:327irrZplP8A15mvzhraRl
1012,taiwan indie,https://embed.spotify.com/?uri=spotify:playlist:0m7Exsm8SA079gMp7eec04
1013,modern southern rock,https://embed.spotify.com/?uri=spotify:playlist:2lZsuDl0JRkpDmZO9Poor1
1014,asmr,https://embed.spotify.com/?uri=spotify:playlist:5fuOMOhKpRjdcuquIHWW15
1015,levenslied,https://embed.spotify.com/?uri=spotify:playlist:6ttzwuno3FKJSdGdtXM5IG
1016,rap chileno,https://embed.spotify.com/?uri=spotify:playlist:7wUZUB0FCPHsfnspHVzP7s
1017,classic danish pop,https://embed.spotify.com/?uri=spotify:playlist:6uRm8wS0P52MoXspeFSJul
1018,german hard rock,https://embed.spotify.com/?uri=spotify:playlist:5M9OhWILZhUHrJZapQ7tSO
1019,new age piano,https://embed.spotify.com/?uri=spotify:playlist:3z3YJH7rEJWuaVqggQaHnI
1020,flamenco,https://embed.spotify.com/?uri=spotify:playlist:0Z6ypDDrXad1QMj5EapMEV
1021,hyphy,https://embed.spotify.com/?uri=spotify:playlist:6ovzr8QuZNSVBiNI0uyS36
1022,australian reggae fusion,https://embed.spotify.com/?uri=spotify:playlist:2tPZzJ3n0CO4JJpCuRhFTM
1023,rap tunisien,https://embed.spotify.com/?uri=spotify:playlist:0C3BNlIKF3301e2f7cBnhq
1024,haryanvi hip hop,https://embed.spotify.com/?uri=spotify:playlist:64LawbJ4rIfpIX7LBllzlN
1025,classic city pop,https://embed.spotify.com/?uri=spotify:playlist:76p6vBc8IZucg2PpBRVnva
1026,cubaton,https://embed.spotify.com/?uri=spotify:playlist:2aLVzwpdZekDdq6kh941ss
1027,hardwave,https://embed.spotify.com/?uri=spotify:playlist:6nd7e40rgwELwkLr9n7jBE
1028,indonesian folk pop,https://embed.spotify.com/?uri=spotify:playlist:5YBynNTezyhp8SIwyKYFXc
1029,water,https://embed.spotify.com/?uri=spotify:playlist:51WjrD4DXN7XvmPciUip71
1030,lo-fi vgm,https://embed.spotify.com/?uri=spotify:playlist:213ytvvMz8Fjj5cQ405EUX
1031,nu-metalcore,https://embed.spotify.com/?uri=spotify:playlist:0SYBSM50ldqqPQgxDhEspE
1032,west coast trap,https://embed.spotify.com/?uri=spotify:playlist:0BraqFvmohtWS1TKtBVi6B
1033,contemporary jazz,https://embed.spotify.com/?uri=spotify:playlist:0M2STcvX62sBK5YuLTE076
1034,uptempo hardcore,https://embed.spotify.com/?uri=spotify:playlist:3i1lMa8Zl2bAF1ExmFNTV0
1035,ukrainian viral pop,https://embed.spotify.com/?uri=spotify:playlist:5mfYEZ678jSqX3VkLfO0rE
1036,singaporean pop,https://embed.spotify.com/?uri=spotify:playlist:6u7iKVCWcYBfem5aY9SHF9
1037,scream rap,https://embed.spotify.com/?uri=spotify:playlist:26RcB9SST53vdYfYfMhpzf
1038,rai,https://embed.spotify.com/?uri=spotify:playlist:36qabOc2JEaHmVvSTPmTx6
1039,rap cristiano,https://embed.spotify.com/?uri=spotify:playlist:2HAQJtMJXSdgthjyE9TZOI
1040,swedish singer-songwriter,https://embed.spotify.com/?uri=spotify:playlist:0JoAW036eAXnmlz2NrzW0E
1041,russian drain,https://embed.spotify.com/?uri=spotify:playlist:1RGZMxRGRRqJTwP6px1d9D
1042,trap carioca,https://embed.spotify.com/?uri=spotify:playlist:2Sca9Wv1kLiQJ8ARmFyN5I
1043,rif,https://embed.spotify.com/?uri=spotify:playlist:0HphLqHgdLI5FsTHX3wCj3
1044,christian trap,https://embed.spotify.com/?uri=spotify:playlist:7dAAKYBOlPiG4pZxtrF3hx
1045,russian romanticism,https://embed.spotify.com/?uri=spotify:playlist:0H0ATiQwF1sRnxntil28ZX
1046,j-pop boy group,https://embed.spotify.com/?uri=spotify:playlist:1ymgn7ot4hxSvd9Qrc96HY
1047,slayer,https://embed.spotify.com/?uri=spotify:playlist:5RSFiF5lKFazAm26oCvJO2
1048,karadeniz turkuleri,https://embed.spotify.com/?uri=spotify:playlist:6nAOWmyYPXdqQtAJ8AdpwX
1049,st louis rap,https://embed.spotify.com/?uri=spotify:playlist:72Tt7drbZmRpxiyRFkrT7c
1050,greek hip hop,https://embed.spotify.com/?uri=spotify:playlist:0NcAnGFICl7Oj202HLzPpf
1051,canzone d'autore,https://embed.spotify.com/?uri=spotify:playlist:5gq8uMPUlfKETqFUxujLIP
1052,progressive post-hardcore,https://embed.spotify.com/?uri=spotify:playlist:4tzo97AF7cGmRpYnnMosHP
1053,chilean indie,https://embed.spotify.com/?uri=spotify:playlist:4I49J6EQBbt7X4lLTg2WiQ
1054,villancicos,https://embed.spotify.com/?uri=spotify:playlist:2RCHONozmen81t9iFSZ9xP
1055,manchester hip hop,https://embed.spotify.com/?uri=spotify:playlist:3nRBbrreRvAcb3qIdIM7Cq
1056,chicha,https://embed.spotify.com/?uri=spotify:playlist:1nJEcAFNHlbITIZ6vokLFi
1057,classic cantopop,https://embed.spotify.com/?uri=spotify:playlist:2CTX0IxBoq69Kq4trHCzAD
1058,english indie rock,https://embed.spotify.com/?uri=spotify:playlist:5HyQ5GsKMRx7eTPoZyD7pu
1059,future house,https://embed.spotify.com/?uri=spotify:playlist:2u6y2dDw8lKwW389jYEMoN
1060,happy hardcore,https://embed.spotify.com/?uri=spotify:playlist:17TwTPITOWP0Ep9joASCrm
1061,rock uruguayo,https://embed.spotify.com/?uri=spotify:playlist:4AdwCO0lBUKuqN6RHmfydz
1062,folk punk,https://embed.spotify.com/?uri=spotify:playlist:2FY0iRROQx0marHTDB5ntD
1063,new jersey indie,https://embed.spotify.com/?uri=spotify:playlist:1dP8vfs0Vt1uNk8VbPVwWJ
1064,electronic rock,https://embed.spotify.com/?uri=spotify:playlist:4bcSFTS3Cfc2l37m0pWAsV
1065,japanese electropop,https://embed.spotify.com/?uri=spotify:playlist:3QTAQ5biSQcxBD7dooJf4M
1066,rap maroc,https://embed.spotify.com/?uri=spotify:playlist:7sACzP5ou82z6sqpBA7bKu
1067,rap underground mexicano,https://embed.spotify.com/?uri=spotify:playlist:5ZnzanI9mpeinOWV4rqNr1
1068,latin afrobeat,https://embed.spotify.com/?uri=spotify:playlist:1a24EyiWhu2ChuRM5Bfqfu
1069,jazztronica,https://embed.spotify.com/?uri=spotify:playlist:69OpOkQ8dkxZGn4If6ry6G
1070,thai indie pop,https://embed.spotify.com/?uri=spotify:playlist:1LtPeF5aJyzljIKcH3VVV5
1071,russian alt pop,https://embed.spotify.com/?uri=spotify:playlist:3NPyEuRqag5aATW5ckpX0J
1072,brighton indie,https://embed.spotify.com/?uri=spotify:playlist:6kntHMhgGR82iUBGGodqW5
1073,bronx drill,https://embed.spotify.com/?uri=spotify:playlist:4b6QNIix3G6y2Ylsj2gC73
1074,nu gaze,https://embed.spotify.com/?uri=spotify:playlist:2gUFVgxO2AeWSFSmg2kQvl
1075,bases de freestyle,https://embed.spotify.com/?uri=spotify:playlist:75SDLCiU8CMpgeAJjsmZz5
1076,indie electropop,https://embed.spotify.com/?uri=spotify:playlist:41997GIfsUgMnsPLFiuLeS
1077,spacegrunge,https://embed.spotify.com/?uri=spotify:playlist:6lH9sM7yidlEBoxOcm2zij
1078,art punk,https://embed.spotify.com/?uri=spotify:playlist:180M35eDbTmmTCZWuJf6QO
1079,mexican rock-and-roll,https://embed.spotify.com/?uri=spotify:playlist:1GSjqBHH85Hv1aoHd0qfRG
1080,norwegian pop rap,https://embed.spotify.com/?uri=spotify:playlist:4TaUNytRspBtacAOATKvF3
1081,pet calming,https://embed.spotify.com/?uri=spotify:playlist:2GMM4p5RuHWAFfWPSXQJ9D
1082,future garage,https://embed.spotify.com/?uri=spotify:playlist:62T9WUAB2E7Xw6PmHRSlaQ
1083,carnaval,https://embed.spotify.com/?uri=spotify:playlist:4b7GbUPm9ikbMF0G0finII
1084,jazz cover,https://embed.spotify.com/?uri=spotify:playlist:29jWLNpz6Onym2WcQUSNRZ
1085,asian american hip hop,https://embed.spotify.com/?uri=spotify:playlist:3WC66rd9N7tuZuGOSQuFsA
1086,spanish punk,https://embed.spotify.com/?uri=spotify:playlist:6GsfAMPH5NWV1LfJtGWrI8
1087,alte,https://embed.spotify.com/?uri=spotify:playlist:6YZspl7VU1iH7IIVZtbBrZ
1088,experimental hip hop,https://embed.spotify.com/?uri=spotify:playlist:3bjbpsbl2mzaqFJcyQNGjE
1089,medieval rock,https://embed.spotify.com/?uri=spotify:playlist:3bJfKd60ASF6rRzlcTzF8T
1090,instrumental funk,https://embed.spotify.com/?uri=spotify:playlist:1Ee9iZBp4eNLzR3F8Xf8VD
1091,rhythm game,https://embed.spotify.com/?uri=spotify:playlist:2p7Kq3IMcBDLWSrFNUeNNC
1092,nueva cancion,https://embed.spotify.com/?uri=spotify:playlist:4KQJeZBvV1unP9fIFwNtjP
1093,proto-hyperpop,https://embed.spotify.com/?uri=spotify:playlist:79zqLVUohMiaACESaBfnBb
1094,hk-pop,https://embed.spotify.com/?uri=spotify:playlist:5z1A6hdw1MJrmZzDusE4Q6
1095,australian country,https://embed.spotify.com/?uri=spotify:playlist:1hseduxVpn5p3ukaREgsSi
1096,ukrainian rock,https://embed.spotify.com/?uri=spotify:playlist:2TsSOQsGVFwKfOZLra0x4E
1097,uk doom metal,https://embed.spotify.com/?uri=spotify:playlist:5FJqBWsK43TUQp0Jqzj0w1
1098,swedish power metal,https://embed.spotify.com/?uri=spotify:playlist:4vTdyEz1xpzPJ45jfFHWYl
1099,funk viral,https://embed.spotify.com/?uri=spotify:playlist:6lulrwh852gB3WirPe1e4p
1100,bluegrass,https://embed.spotify.com/?uri=spotify:playlist:5JJqX7mabvOf6x2SfHqnzU
1101,merengue,https://embed.spotify.com/?uri=spotify:playlist:0wJXJueXiwCAA8EYPYZqOF
1102,scam rap,https://embed.spotify.com/?uri=spotify:playlist:2zSN0pq9XyCP1Qi9mPoMlu
1103,canadian latin,https://embed.spotify.com/?uri=spotify:playlist:51DX7TssPZBQ3WEtBIQD56
1104,abstract hip hop,https://embed.spotify.com/?uri=spotify:playlist:6R9oHYFwTr01u6KsUW1vXb
1105,austindie,https://embed.spotify.com/?uri=spotify:playlist:30t7SqNFcol7qd79XWxrgh
1106,athens indie,https://embed.spotify.com/?uri=spotify:playlist:4gukXiaMVSu9MMuGOJCTiv
1107,zhongguo feng,https://embed.spotify.com/?uri=spotify:playlist:7f7A3WaMDLcAHyTwxT5hK8
1108,bhangra,https://embed.spotify.com/?uri=spotify:playlist:5JQGQrj5NYeAgUvfw5IPp5
1109,swedish drill,https://embed.spotify.com/?uri=spotify:playlist:7DZuCNqo9DfOPX7RUOCIYQ
1110,dark synthpop,https://embed.spotify.com/?uri=spotify:playlist:4vn9Grkso2ofxHg8JIM1D2
1111,proto-metal,https://embed.spotify.com/?uri=spotify:playlist:0Y1QS2ZQpff78Go92oKsZU
1112,jazz guitar,https://embed.spotify.com/?uri=spotify:playlist:4tH5CLOMXHah6ngcr3Z2Gu
1113,drill chileno,https://embed.spotify.com/?uri=spotify:playlist:7hJRpzRRrmhbDN6bpsFWk9
1114,cyberpunk,https://embed.spotify.com/?uri=spotify:playlist:5qRiSivbLQ3QI5AH3Zsxg1
1115,synth funk,https://embed.spotify.com/?uri=spotify:playlist:70XGi5LroLK2ZJH1MZyAlR
1116,vegas indie,https://embed.spotify.com/?uri=spotify:playlist:1nc1awE848GMhuPJ4IHt86
1117,women's music,https://embed.spotify.com/?uri=spotify:playlist:3X4MhznRfBJnatWERZHW73
1118,float house,https://embed.spotify.com/?uri=spotify:playlist:4CvNSwKn7f9ngVLlP2Jr0O
1119,retro soul,https://embed.spotify.com/?uri=spotify:playlist:27Rk57RtVvXDePop2Toln0
1120,chicago soul,https://embed.spotify.com/?uri=spotify:playlist:03CnmKGrRlG2dwJSH1Q1Tg
1121,indian lo-fi,https://embed.spotify.com/?uri=spotify:playlist:7C6kovLwB91Ywhv0LC9ozA
1122,iskelma,https://embed.spotify.com/?uri=spotify:playlist:1fZS0IY1MSY6PIyWktr0bx
1123,rave funk,https://embed.spotify.com/?uri=spotify:playlist:0Bx8EytO6xZ0O04CG0yM1X
1124,cowboy western,https://embed.spotify.com/?uri=spotify:playlist:7DbE34FMEbrWv8GhU9NeH0
1125,czech pop,https://embed.spotify.com/?uri=spotify:playlist:05657jnifBqpCQQLDpujE4
1126,pop violin,https://embed.spotify.com/?uri=spotify:playlist:2UVYwW6BSENPhn2lxiIggj
1127,solo wave,https://embed.spotify.com/?uri=spotify:playlist:0Z8zRVOCexCTYHKBVLX3qo
1128,discofox,https://embed.spotify.com/?uri=spotify:playlist:4BsMAg9t48Ga9I8Fyzlvrc
1129,hip hop tuga,https://embed.spotify.com/?uri=spotify:playlist:0x84YFPn4ct9Wvaix9icxJ
1130,post-rock,https://embed.spotify.com/?uri=spotify:playlist:3G9lrZrzBwmQ1F3OvvvV6d
1131,vallenato moderno,https://embed.spotify.com/?uri=spotify:playlist:58RY7gj2eYkJEXUp9K0lH3
1132,wonky,https://embed.spotify.com/?uri=spotify:playlist:6GZZzXWc7QfecxM85804b7
1133,funk 150 bpm,https://embed.spotify.com/?uri=spotify:playlist:1xeC9MJ6OC2ddKdtYQjxS4
1134,australian garage punk,https://embed.spotify.com/?uri=spotify:playlist:1ni3hkYRNx5Sn9eX2igLSP
1135,newcastle nsw indie,https://embed.spotify.com/?uri=spotify:playlist:0VJWJJx0htlHrSC1gjUpIj
1136,jawaiian,https://embed.spotify.com/?uri=spotify:playlist:7EIYnaUoJnYUIAvn2jzbAW
1137,uk dnb,https://embed.spotify.com/?uri=spotify:playlist:65UofZd1pC3HdvIXQzYC62
1138,rhode island rap,https://embed.spotify.com/?uri=spotify:playlist:3rO0S2HRXs5QvpLbTSeIcL
1139,german singer-songwriter,https://embed.spotify.com/?uri=spotify:playlist:7vVJyi5ArX0m0dvPZYWLJ1
1140,modern funk,https://embed.spotify.com/?uri=spotify:playlist:3yFZlBn3cORhGoEfCHTdKk
1141,salsa international,https://embed.spotify.com/?uri=spotify:playlist:1OURZGZJg8RYmXmQQA4yDc
1142,italian baroque,https://embed.spotify.com/?uri=spotify:playlist:6ZkJdeBYWOfQGP1mSz3622
1143,trap colombiano,https://embed.spotify.com/?uri=spotify:playlist:17b7ZAhXeyNe2PWwgR3UBs
1144,forro de favela,https://embed.spotify.com/?uri=spotify:playlist:6rgJa4JpxjExztCelf11Fd
1145,rap algerien,https://embed.spotify.com/?uri=spotify:playlist:30xIDBWMvRjMTGCssgd0hp
1146,fourth world,https://embed.spotify.com/?uri=spotify:playlist:334HQUev7fUfGPdNWg73Xa
1147,german house,https://embed.spotify.com/?uri=spotify:playlist:6Y3Aw2aBg0fnPRFAxp8apo
1148,vietnamese hip hop,https://embed.spotify.com/?uri=spotify:playlist:5wT8Nw3HVG9EBgnaZtos80
1149,swedish tropical house,https://embed.spotify.com/?uri=spotify:playlist:4D7xfG82EyEq3BWglKNS6A
1150,early modern classical,https://embed.spotify.com/?uri=spotify:playlist:4PVpbcs9oa63FhDWREEJMt
1151,stomp pop,https://embed.spotify.com/?uri=spotify:playlist:7rQW0xSgtYDORMp35iKEGl
1152,new orleans jazz,https://embed.spotify.com/?uri=spotify:playlist:0iMiZcvIy26MqHQln5kkrI
1153,musica catalana,https://embed.spotify.com/?uri=spotify:playlist:5Y51KuTG9GMPB96cq5OZEj
1154,djent,https://embed.spotify.com/?uri=spotify:playlist:6dRyRBIZl5acVd14h733T1
1155,spanish metal,https://embed.spotify.com/?uri=spotify:playlist:2khJPxCAK41z7bhSqRsNEd
1156,salsa venezolana,https://embed.spotify.com/?uri=spotify:playlist:5DRoVvG84sCnrZeQfTHr0p
1157,indonesian alternative rock,https://embed.spotify.com/?uri=spotify:playlist:2opcyo5sS9GMhslQoYnrq8
1158,cancion infantil latinoamericana,https://embed.spotify.com/?uri=spotify:playlist:52NSoGCxxTdsQEuoSP9dTr
1159,romanian trap,https://embed.spotify.com/?uri=spotify:playlist:0WmfzLNRVjDZ0mpvjTzkVy
1160,portuguese pop,https://embed.spotify.com/?uri=spotify:playlist:1Rn01P3YPioy5QRQoo32Lv
1161,jazz boom bap,https://embed.spotify.com/?uri=spotify:playlist:4gV5tlVTMLPbFQqkd8LxWh
1162,tex-mex,https://embed.spotify.com/?uri=spotify:playlist:7jHrOWtneqPZJ29ndEaUHO
1163,german punk,https://embed.spotify.com/?uri=spotify:playlist:6oQUxF3hVHxvfsRyOC0IE9
1164,mississippi hip hop,https://embed.spotify.com/?uri=spotify:playlist:649LrLH1LtlbjFzJUoHOge
1165,australian talent show,https://embed.spotify.com/?uri=spotify:playlist:4HxnIDtqnU3BPh4yVWZg2b
1166,livetronica,https://embed.spotify.com/?uri=spotify:playlist:7J9GDUnv2JMOvNK6xCKCE1
1167,slowed and reverb,https://embed.spotify.com/?uri=spotify:playlist:44NzAKSh19KifXgIbe5FvL
1168,garage rock revival,https://embed.spotify.com/?uri=spotify:playlist:3YAis1AJCEkSdFVMDdjskn
1169,liquid funk,https://embed.spotify.com/?uri=spotify:playlist:5mu96o6F1pWzA5C9R8LAOm
1170,rap underground espanol,https://embed.spotify.com/?uri=spotify:playlist:0Uhh3P5G0IYxqgySvKviHm
1171,classic indo pop,https://embed.spotify.com/?uri=spotify:playlist:6OO8fOSbaM2OqY7o28PA0X
1172,electro swing,https://embed.spotify.com/?uri=spotify:playlist:5oDNHd53EGh5BoiWGYIqH0
1173,morelos indie,https://embed.spotify.com/?uri=spotify:playlist:2DpOGCy31iLhNXbQJ9h5Za
1174,rap inde,https://embed.spotify.com/?uri=spotify:playlist:1DZCrKzfHHOUX82taVwX0s
1175,eau claire indie,https://embed.spotify.com/?uri=spotify:playlist:4GaHDvZWlZ7NtcGdIz7jvT
1176,kirtan,https://embed.spotify.com/?uri=spotify:playlist:3eVTClqdypXLETw97iznv5
1177,indonesian viral pop,https://embed.spotify.com/?uri=spotify:playlist:6oDViKcW0pnol9cJVJ4aiy
1178,indonesian lo-fi pop,https://embed.spotify.com/?uri=spotify:playlist:5pm4B24vBqSjtwQvMJaUDU
1179,brazilian jazz,https://embed.spotify.com/?uri=spotify:playlist:2MYwrfTz2d13WUqmKfg6ts
1180,ecuadorian pop,https://embed.spotify.com/?uri=spotify:playlist:6nYabBtp0o1uD7Tzr95P0m
1181,greek drill,https://embed.spotify.com/?uri=spotify:playlist:0lhbQQ7YzbK8iyifsXwiAK
1182,ye ye,https://embed.spotify.com/?uri=spotify:playlist:0HjnliL7S56u2t2sFW8gG7
1183,scottish singer-songwriter,https://embed.spotify.com/?uri=spotify:playlist:2r6lIp87MMXvjAfJRg7Rgo
1184,melodic thrash,https://embed.spotify.com/?uri=spotify:playlist:6AhE0orn6B44XduPrHRuiz
1185,virginia hip hop,https://embed.spotify.com/?uri=spotify:playlist:6Mc6G3faDyfjX8U9HEoPSC
1186,electro-pop francais,https://embed.spotify.com/?uri=spotify:playlist:2N3bqn8GZGY3WZqAMXENIf
1187,pop folk,https://embed.spotify.com/?uri=spotify:playlist:2zd6Wmq9sepWQFYWQAuyko
1188,ottawa rap,https://embed.spotify.com/?uri=spotify:playlist:5wxM3elzbLxczas9whcYyR
1189,dutch indie,https://embed.spotify.com/?uri=spotify:playlist:2pSeH1YQCSICs2knjs7e5o
1190,argentine alternative rock,https://embed.spotify.com/?uri=spotify:playlist:3PxIDoTKbpIulNiPjNev5s
1191,electropowerpop,https://embed.spotify.com/?uri=spotify:playlist:2STQEZpFAQHJqrT3UhRNIK
1192,neoperreo,https://embed.spotify.com/?uri=spotify:playlist:2hx0DYh5UMtd4dmhi6YBup
1193,classic kollywood,https://embed.spotify.com/?uri=spotify:playlist:4PLYw6CiiaPAIwAyHWhqBz
1194,swedish melodeath,https://embed.spotify.com/?uri=spotify:playlist:5t9JNFZ4IK0asQ2DqcCmbJ
1195,rap cearense,https://embed.spotify.com/?uri=spotify:playlist:1ZQWz04rXXSWX0cjRIUTfb
1196,acoustic opm,https://embed.spotify.com/?uri=spotify:playlist:3pDfTmnPlLo7W0jO1HhllT
1197,organic electronic,https://embed.spotify.com/?uri=spotify:playlist:1Cf8ZdtSkyItY3LKaiZnWD
1198,chillstep,https://embed.spotify.com/?uri=spotify:playlist:22pjJtfW7sA4PiaruUB5yN
1199,nz reggae,https://embed.spotify.com/?uri=spotify:playlist:5eVO31RjkfRfpa7B2Ex4hc
1200,rock brasiliense,https://embed.spotify.com/?uri=spotify:playlist:0vv1XTKVrCMJuY7BQwN8UE
1201,indian edm,https://embed.spotify.com/?uri=spotify:playlist:56gW8BV0CNYVMvkbQTy4f7
1202,ethnotronica,https://embed.spotify.com/?uri=spotify:playlist:2lFT6elXscX6g0BnKrvnO6
1203,j-metal,https://embed.spotify.com/?uri=spotify:playlist:57Ehb6xWTjJUadbP8DDgyo
1204,russian gangster rap,https://embed.spotify.com/?uri=spotify:playlist:03k1nPwcKgYsdLtjccDtMM
1205,bhajan,https://embed.spotify.com/?uri=spotify:playlist:2JehmMfZgnbSe7e68JfElE
1206,canadian electropop,https://embed.spotify.com/?uri=spotify:playlist:3PjSViYxygIzwIDO2dPkyW
1207,danish rock,https://embed.spotify.com/?uri=spotify:playlist:0MITgTVdGQEYvGl3zSonPE
1208,israeli mediterranean,https://embed.spotify.com/?uri=spotify:playlist:2PuF72PN1DvyJOZJSk5L9I
1209,canadian soundtrack,https://embed.spotify.com/?uri=spotify:playlist:3k2Tj2Fu7Hu4tJcdFvpgUc
1210,bergamo indie,https://embed.spotify.com/?uri=spotify:playlist:42bmY8XpPPDJh1pbyBcejd
1211,psychedelic soul,https://embed.spotify.com/?uri=spotify:playlist:2bQ8L09OJhqy6aaEdeMtSi
1212,trap venezolano,https://embed.spotify.com/?uri=spotify:playlist:6TGv97F18XyaIiAqGs8Kh6
1213,austropop,https://embed.spotify.com/?uri=spotify:playlist:1yO5GSVqUyrslkhBcX6saj
1214,boston hip hop,https://embed.spotify.com/?uri=spotify:playlist:1qKT01W06KFPouzgMpoULZ
1215,glee club,https://embed.spotify.com/?uri=spotify:playlist:2IKefe4UNnh5F4QQ51yOz0
1216,sigilkore,https://embed.spotify.com/?uri=spotify:playlist:2EK7UnhMWzCVnrI4I0FN44
1217,gaming dubstep,https://embed.spotify.com/?uri=spotify:playlist:3fNf910W3Pn6kodHqV5YFM
1218,tamaulipas rap,https://embed.spotify.com/?uri=spotify:playlist:5U6sjzliZV1cOBEsICkBbO
1219,german reggae,https://embed.spotify.com/?uri=spotify:playlist:0mUMdH557NL46xbRugrHlM
1220,rap mineiro,https://embed.spotify.com/?uri=spotify:playlist:0f3hOsmdLs0w8mbqtfz3Pk
1221,brazilian ccm,https://embed.spotify.com/?uri=spotify:playlist:2UNqwQnjDTvppqW0gW3frK
1222,traphall,https://embed.spotify.com/?uri=spotify:playlist:4mn661nDOTi0yboUpcsN8g
1223,cumbia del sureste,https://embed.spotify.com/?uri=spotify:playlist:5DH6UVRfPrrSsWerklXbgN
1224,polish classical,https://embed.spotify.com/?uri=spotify:playlist:5c33S502HNpzP1AxJqS6La
1225,neoclassical darkwave,https://embed.spotify.com/?uri=spotify:playlist:1Z81LBzQBw2K5vfTpWzyVr
1226,cosmic american,https://embed.spotify.com/?uri=spotify:playlist:05y5YX2kQFi6J8B5ece5qy
1227,musica tradicional cubana,https://embed.spotify.com/?uri=spotify:playlist:5elKpfFPejpmof8qyNkpRw
1228,j-pop girl group,https://embed.spotify.com/?uri=spotify:playlist:4NEjIXkms1uQGIgUI92DHL
1229,bhojpuri pop,https://embed.spotify.com/?uri=spotify:playlist:4j5HXUC9WYP8GCptgON472
1230,lata,https://embed.spotify.com/?uri=spotify:playlist:0ylNGJ6oQ43HQ9OE40syp4
1231,traditional country,https://embed.spotify.com/?uri=spotify:playlist:7yV5vLKdCyBDi4MW0It39c
1232,upstate ny rap,https://embed.spotify.com/?uri=spotify:playlist:5AmVxPk3hf7Vk63IwyiSz1
1233,finnish power metal,https://embed.spotify.com/?uri=spotify:playlist:33KhDl0itx7zYyzuEhwDQA
1234,uk reggae,https://embed.spotify.com/?uri=spotify:playlist:76KkfFSYNWSYHwnhRBxUDq
1235,celtic punk,https://embed.spotify.com/?uri=spotify:playlist:5RoP1jxkqFRRiN0KhxjFp6
1236,aussie drill,https://embed.spotify.com/?uri=spotify:playlist:1Zmdt7w4HzEAW6IOLa1KKH
